t,r,vr,ar
8.10009999999446,10.629278370235436,0.14931818212983586,0.015660363982199707
8.200099999994228,10.644288265179837,0.15087980927797925,0.015572217933159585
8.300099999993995,10.659453882065621,0.1524326073698775,0.015483786346132213
8.400099999993762,10.674774336592838,0.1539765488102068,0.015395088336588661
8.500099999993528,10.690248741797195,0.15551160790460886,0.015306142807610442
8.600099999993295,10.705876208238925,0.1570377608381672,0.015216968444287481
8.700099999993062,10.721655844189778,0.15855498565334272,0.015127583708401667
8.80009999999283,10.737586755817622,0.16006326222738607,0.015038006833394886
8.900099999992596,10.753668047368679,0.16156257224926296,0.01494825581961874
9.000099999992363,10.769898821347635,0.16305289919612315,0.014858348429862714
9.10009999999213,10.786278178695175,0.16453422830932674,0.014768302185158988
