x,y,z,vx,vy,vz,rho,press,tipo,mass
6.00107892 , 27.00074738 , 0.00000000 , 0.25010796 , 0.15223082 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99831980 , 27.99991821 , 0.00000000 , -0.34015538 , -0.01545705 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00275307 , 27.99616762 , 0.00000000 , 0.58225893 , -0.77757100 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99855503 , 29.00077627 , 0.00000000 , -0.30251411 , 0.15117555 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99774358 , 29.00742442 , 0.00000000 , -0.46385756 , 1.52671873 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99941071 , 29.99704051 , 0.00000000 , -0.15433361 , -0.60413115 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99711625 , 29.99739174 , 0.00000000 , -0.58516340 , -0.52413503 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00151098 , 30.99939436 , 0.00000000 , 0.31585689 , -0.14614338 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99775423 , 30.99638675 , 0.00000000 , -0.45129051 , -0.76324201 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00383836 , 31.99801021 , 0.00000000 , 0.81262699 , -0.41759060 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00441126 , 32.00059463 , 0.00000000 , 0.94528225 , 0.10485260 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99887080 , 32.99960226 , 0.00000000 , -0.24297971 , -0.08456480 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00127032 , 32.99777977 , 0.00000000 , 0.28016035 , -0.44319641 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99887846 , 33.99779256 , 0.00000000 , -0.23255242 , -0.45347100 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00101497 , 34.00387376 , 0.00000000 , 0.22141822 , 0.80443430 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99544265 , 35.00411613 , 0.00000000 , -0.94968987 , 0.85487028 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99977273 , 35.00187356 , 0.00000000 , -0.05173888 , 0.42006778 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99886780 , 36.00154296 , 0.00000000 , -0.24401008 , 0.35361424 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99848268 , 36.00541701 , 0.00000000 , -0.30078978 , 1.13316687 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00089186 , 37.00170350 , 0.00000000 , 0.17998804 , 0.35797054 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99819291 , 36.99840795 , 0.00000000 , -0.36119312 , -0.30823370 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00130472 , 38.00086625 , 0.00000000 , 0.28897069 , 0.18593240 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00253011 , 38.00258786 , 0.00000000 , 0.54424429 , 0.53085698 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99665044 , 39.00012476 , 0.00000000 , -0.71582717 , 0.05598277 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99838779 , 38.99905245 , 0.00000000 , -0.32932384 , -0.18868289 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99976512 , 40.00462947 , 0.00000000 , -0.04804814 , 0.96472063 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99771391 , 39.99866698 , 0.00000000 , -0.46488621 , -0.27613938 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00297335 , 41.00086399 , 0.00000000 , 0.62040518 , 0.19943006 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00256382 , 41.00267777 , 0.00000000 , 0.55727789 , 0.55224402 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99526156 , 42.00102533 , 0.00000000 , -0.98885636 , 0.22971623 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00174018 , 41.99966844 , 0.00000000 , 0.36554978 , -0.04332995 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00181977 , 43.00041330 , 0.00000000 , 0.40780381 , 0.08100088 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00409476 , 43.00376912 , 0.00000000 , 0.87465175 , 0.78906464 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00350845 , 43.99885527 , 0.00000000 , 0.73043261 , -0.24527671 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99926096 , 44.00259642 , 0.00000000 , -0.13200129 , 0.53482222 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00069292 , 44.99774535 , 0.00000000 , 0.13294583 , -0.45990633 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00234077 , 44.99508763 , 0.00000000 , 0.50974471 , -1.01188013 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.99973451 , 46.00050704 , 0.00000000 , -0.05483430 , 0.07264560 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00157374 , 45.99941865 , 0.00000000 , 0.34133135 , -0.14080143 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00033659 , 46.99385699 , 0.00000000 , 0.07760231 , -1.27683223 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00230042 , 46.99966309 , 0.00000000 , 0.49265995 , -0.07900194 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00057655 , 48.00172755 , 0.00000000 , 0.10752861 , 0.35953381 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99570253 , 47.99843320 , 0.00000000 , -0.87813628 , -0.31798492 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00102203 , 49.00228913 , 0.00000000 , 0.21869062 , 0.47630569 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
6.00181914 , 49.00204785 , 0.00000000 , 0.39410968 , 0.41345817 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.00089695 , 50.00345158 , 0.00000000 , 0.19002868 , 0.63329313 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
5.99955105 , 50.00164585 , 0.00000000 , -0.12873391 , 0.29793218 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00102967 , 5.99783566 , 0.00000000 , 0.20072540 , -0.42777794 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00006896 , 7.00455601 , 0.00000000 , 0.02185056 , 0.94232105 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00121978 , 7.99934149 , 0.00000000 , 0.25842319 , -0.11809232 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00381342 , 9.00088944 , 0.00000000 , 0.79388169 , 0.19386056 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00089375 , 10.00317202 , 0.00000000 , 0.20118718 , 0.66716452 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00121829 , 11.00050686 , 0.00000000 , 0.23958168 , 0.12115707 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99645987 , 12.00109226 , 0.00000000 , -0.73221631 , 0.24083777 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00100346 , 13.00350234 , 0.00000000 , 0.21510088 , 0.73592698 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99875576 , 14.00045892 , 0.00000000 , -0.27404402 , 0.11207188 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99861554 , 15.00128901 , 0.00000000 , -0.27451486 , 0.26957437 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99772986 , 15.99941645 , 0.00000000 , -0.47448942 , -0.12297345 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99770384 , 16.99852370 , 0.00000000 , -0.47071403 , -0.31969894 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99863272 , 17.99745862 , 0.00000000 , -0.28096678 , -0.53525053 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99503958 , 19.00003436 , 0.00000000 , -1.03611855 , -0.01386347 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00475749 , 19.99667759 , 0.00000000 , 0.99426990 , -0.69345951 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00457484 , 20.99974143 , 0.00000000 , 0.96791203 , -0.07791691 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99544769 , 21.99633146 , 0.00000000 , -0.94650568 , -0.77623289 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00090182 , 22.99714488 , 0.00000000 , 0.18284043 , -0.61514339 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99770216 , 23.99741816 , 0.00000000 , -0.48306560 , -0.53534684 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99475144 , 25.00410582 , 0.00000000 , -1.09499497 , 0.83816401 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99599795 , 25.99748436 , 0.00000000 , -0.84573415 , -0.51662326 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00415540 , 26.99803913 , 0.00000000 , 0.85789516 , -0.42043740 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00039228 , 27.99936751 , 0.00000000 , 0.06802355 , -0.14498143 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00125373 , 28.99868476 , 0.00000000 , 0.27992387 , -0.27724170 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99748374 , 29.99975228 , 0.00000000 , -0.53508096 , -0.04803150 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00250498 , 31.00236384 , 0.00000000 , 0.52210780 , 0.49094153 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99875194 , 31.99956503 , 0.00000000 , -0.25400816 , -0.09440516 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00020103 , 32.99696357 , 0.00000000 , 0.04743561 , -0.64613633 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99958507 , 33.99674985 , 0.00000000 , -0.07973815 , -0.69740479 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99984305 , 34.99745849 , 0.00000000 , -0.05390832 , -0.53651490 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00331146 , 36.00146987 , 0.00000000 , 0.68522851 , 0.29304367 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00041094 , 36.99867089 , 0.00000000 , 0.07925962 , -0.26540759 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00200146 , 38.00251182 , 0.00000000 , 0.41468095 , 0.52032885 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00067359 , 39.00087925 , 0.00000000 , 0.13343866 , 0.19066263 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00257007 , 40.00013335 , 0.00000000 , 0.53356368 , 0.02019466 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99704819 , 40.99694415 , 0.00000000 , -0.60443379 , -0.66089240 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00221448 , 41.99315698 , 0.00000000 , 0.44839965 , -1.43807577 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00492994 , 42.99987987 , 0.00000000 , 1.01900062 , -0.06536985 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00017908 , 43.99460152 , 0.00000000 , 0.06155783 , -1.13443379 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99839813 , 44.99765757 , 0.00000000 , -0.33358552 , -0.50066246 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99869063 , 46.00195502 , 0.00000000 , -0.28467377 , 0.39126696 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.99932229 , 46.99743550 , 0.00000000 , -0.14434223 , -0.52399324 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00436656 , 48.00173877 , 0.00000000 , 0.90092326 , 0.35253837 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00038408 , 49.00030652 , 0.00000000 , 0.08653554 , 0.07136688 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.00184266 , 50.00534215 , 0.00000000 , 0.37715952 , 1.02530593 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99756468 , 5.99999821 , 0.00000000 , -0.49605015 , 0.02206327 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00358161 , 7.00196856 , 0.00000000 , 0.74988845 , 0.39532181 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00076107 , 7.99581140 , 0.00000000 , 0.16333425 , -0.86447924 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00069886 , 9.00059211 , 0.00000000 , 0.16662983 , 0.12167056 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00473804 , 10.00174589 , 0.00000000 , 1.00723271 , 0.37388143 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99571545 , 11.00296570 , 0.00000000 , -0.88708487 , 0.63442847 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00217318 , 12.00280968 , 0.00000000 , 0.44458855 , 0.59675045 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00191346 , 12.99878057 , 0.00000000 , 0.41886428 , -0.24370254 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99873681 , 14.00087516 , 0.00000000 , -0.26388110 , 0.16829061 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00261971 , 14.99722193 , 0.00000000 , 0.55793679 , -0.57633085 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99666928 , 15.99805486 , 0.00000000 , -0.69812207 , -0.41461123 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00274599 , 17.00104871 , 0.00000000 , 0.57595499 , 0.20937621 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99754577 , 17.99938086 , 0.00000000 , -0.50973914 , -0.10530743 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99871522 , 19.00485573 , 0.00000000 , -0.28768186 , 1.00961237 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00084609 , 20.00027099 , 0.00000000 , 0.19891109 , 0.06567767 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99996975 , 20.99773711 , 0.00000000 , 0.00274217 , -0.45611527 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00563955 , 22.00329560 , 0.00000000 , 1.17138193 , 0.67415250 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00214318 , 22.99943962 , 0.00000000 , 0.45823356 , -0.10865188 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99907188 , 23.99903801 , 0.00000000 , -0.18900960 , -0.19509059 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99920559 , 25.00099690 , 0.00000000 , -0.17341659 , 0.21183229 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99809020 , 26.00283523 , 0.00000000 , -0.41846760 , 0.59724460 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99595249 , 27.00065747 , 0.00000000 , -0.82703335 , 0.15245761 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99732990 , 28.00031687 , 0.00000000 , -0.55699879 , 0.07096925 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00685589 , 29.00180493 , 0.00000000 , 1.43787476 , 0.37083317 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99714934 , 29.99836448 , 0.00000000 , -0.61119793 , -0.32542759 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99825661 , 31.00163188 , 0.00000000 , -0.34514794 , 0.32920601 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99771837 , 31.99928296 , 0.00000000 , -0.46443636 , -0.13564295 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00263177 , 33.00289001 , 0.00000000 , 0.56293918 , 0.60139510 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00284892 , 33.99843108 , 0.00000000 , 0.58725438 , -0.29901512 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99775625 , 35.00688720 , 0.00000000 , -0.46335242 , 1.45494813 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99887320 , 36.00684172 , 0.00000000 , -0.22672125 , 1.45592276 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99668529 , 37.00080155 , 0.00000000 , -0.68111312 , 0.18574027 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99784672 , 37.99993086 , 0.00000000 , -0.43186027 , 0.00405207 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00063275 , 39.00525645 , 0.00000000 , 0.14770613 , 1.10248176 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99908329 , 40.00042255 , 0.00000000 , -0.17522548 , 0.10255619 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99994790 , 40.99982661 , 0.00000000 , -0.01576996 , -0.03232304 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00008541 , 42.00080493 , 0.00000000 , 0.03977380 , 0.17437913 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99589697 , 43.00024955 , 0.00000000 , -0.83320323 , 0.05106018 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00353383 , 43.99955544 , 0.00000000 , 0.72919046 , -0.10840845 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99909668 , 44.99572790 , 0.00000000 , -0.17801651 , -0.89509853 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99662736 , 45.99788211 , 0.00000000 , -0.70096644 , -0.46295686 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99832675 , 46.99867831 , 0.00000000 , -0.33285987 , -0.28771899 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99659020 , 47.99880213 , 0.00000000 , -0.68953225 , -0.23073476 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.00061118 , 49.00637861 , 0.00000000 , 0.12833520 , 1.31437958 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.99696343 , 50.00172380 , 0.00000000 , -0.62640054 , 0.27971979 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.99941752 , 5.99779055 , 0.00000000 , -0.14155235 , -0.44166834 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.99991962 , 6.99876943 , 0.00000000 , -0.00397960 , -0.25915435 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.00005060 , 8.00203448 , 0.00000000 , 0.01693192 , 0.43198207 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.99964712 , 9.00360730 , 0.00000000 , -0.08355395 , 0.77417985 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.00380739 , 10.00013270 , 0.00000000 , 0.80707818 , 0.03090458 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.00023201 , 10.99845623 , 0.00000000 , 0.04649251 , -0.31061762 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.99808992 , 12.00315748 , 0.00000000 , -0.40803000 , 0.67782630 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.00391635 , 13.00258341 , 0.00000000 , 0.82715325 , 0.55360779 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
