x,y,z,vx,vy,vz,rho,press,tipo,mass
7.58628633 , 18.44074258 , 0.00000000 , 0.03800609 , -0.33891302 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.66607567 , 19.39659907 , 0.00000000 , -0.07371138 , -0.61896059 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.74144071 , 20.49274581 , 0.00000000 , -0.13499998 , 0.39439112 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.76003243 , 21.44781907 , 0.00000000 , 0.07584901 , -0.24994831 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.63573902 , 22.50393737 , 0.00000000 , 0.12790555 , -0.19345220 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.69448074 , 23.46567849 , 0.00000000 , -0.85034315 , -0.31956809 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.66170873 , 24.58683197 , 0.00000000 , -0.44942932 , -0.64675888 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.59299929 , 25.71853798 , 0.00000000 , -0.42033647 , 0.90300077 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.71645437 , 26.85929258 , 0.00000000 , -0.04537120 , -0.42079974 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.21132254 , 28.34102916 , 0.00000000 , -0.18992375 , 0.71325695 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.55542036 , 29.23255562 , 0.00000000 , -0.07618262 , 0.85190419 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.86613763 , 29.94513319 , 0.00000000 , -0.24556026 , -0.21322402 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.27933353 , 30.93770018 , 0.00000000 , -0.85925308 , 0.38801000 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.63160373 , 31.95589711 , 0.00000000 , -0.01633466 , 0.67280742 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.64208718 , 31.72253906 , 0.00000000 , 0.54338321 , -0.39914467 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.92395618 , 32.79191167 , 0.00000000 , 0.13108589 , 0.08772460 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.31689113 , 33.73557064 , 0.00000000 , 0.45207301 , 0.57459535 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.32553530 , 35.61230141 , 0.00000000 , 0.27694485 , -0.77921538 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.86669324 , 36.43771981 , 0.00000000 , -0.84074125 , -0.28845363 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.40670524 , 37.38221273 , 0.00000000 , 0.07327011 , -0.26816334 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.88746793 , 38.18426559 , 0.00000000 , 0.40190218 , 0.12819682 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.74511646 , 39.52108507 , 0.00000000 , 0.06603944 , -0.83289359 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.33152252 , 40.38950385 , 0.00000000 , -0.23258431 , -0.02557488 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.59858986 , 41.67033747 , 0.00000000 , -0.75552012 , -0.82757255 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.92848437 , 42.31364028 , 0.00000000 , 0.00636548 , -0.32962959 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.84670069 , 43.39572551 , 0.00000000 , 0.77300868 , 0.25002693 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
7.85653142 , 44.29687726 , 0.00000000 , 0.41593632 , -0.02775687 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.30394271 , 47.82110631 , 0.00000000 , 0.47043235 , 1.27999338 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.30488298 , 47.89050631 , 0.00000000 , -0.24379917 , -0.81143086 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.22640286 , 50.42859859 , 0.00000000 , -0.17008784 , 2.19658679 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.60184472 , 52.15012768 , 0.00000000 , 0.07893299 , -0.25970783 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.13400427 , 53.10470144 , 0.00000000 , 0.83842041 , -0.90779743 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.42396084 , 5.94623643 , 0.00000000 , 0.15488838 , -0.01181577 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.89449361 , 6.78102805 , 0.00000000 , 0.29115498 , 0.96187285 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.40108063 , 7.62748288 , 0.00000000 , 0.87970926 , 0.97439734 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.09943110 , 8.59006549 , 0.00000000 , -1.46535395 , -0.76434769 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.70940757 , 9.58216967 , 0.00000000 , 0.16497372 , 0.68584441 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.75997073 , 10.54620414 , 0.00000000 , -0.08424963 , -0.78639499 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.44439365 , 11.43759821 , 0.00000000 , 0.26468516 , 0.03182986 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.86560553 , 13.22275823 , 0.00000000 , 0.03624659 , 0.49571549 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.87441641 , 13.45567036 , 0.00000000 , 0.85251994 , 0.09176112 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.15180639 , 15.11254069 , 0.00000000 , 0.74243167 , 0.65362828 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.68928214 , 15.96608656 , 0.00000000 , 0.53124211 , 0.26484145 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.57958341 , 16.93595838 , 0.00000000 , -0.82113417 , -0.30005044 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.43812029 , 17.95483245 , 0.00000000 , 0.17572435 , -0.32087138 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.51639069 , 18.94592204 , 0.00000000 , -0.29374056 , 1.23428219 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.58118006 , 19.94190769 , 0.00000000 , 0.22428139 , -0.74396799 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.59404959 , 20.92561653 , 0.00000000 , -0.70543351 , 0.68177322 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.62035552 , 21.99513896 , 0.00000000 , -0.39025667 , 0.65063616 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.52497418 , 22.96264602 , 0.00000000 , 0.46836862 , -0.44408850 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.48877192 , 24.10138433 , 0.00000000 , -1.79010164 , 0.28936767 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.48683631 , 25.14899125 , 0.00000000 , -1.13855568 , 0.04857036 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.62384925 , 26.23391236 , 0.00000000 , 0.40546143 , 0.07284150 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.75812887 , 27.32754312 , 0.00000000 , -0.30010447 , 0.43282906 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.18495980 , 28.42189042 , 0.00000000 , -0.36849140 , 0.39467232 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.52663342 , 29.39848113 , 0.00000000 , 0.61003173 , -1.16487583 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.92315588 , 30.16868994 , 0.00000000 , 0.08278418 , -0.29111045 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.23016070 , 31.20537172 , 0.00000000 , -0.15309647 , -0.52251295 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.59786382 , 32.17454622 , 0.00000000 , -0.38482915 , -0.01868189 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.96790194 , 32.95113746 , 0.00000000 , -0.46008235 , -0.29369541 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.31467787 , 33.86174874 , 0.00000000 , 0.31499590 , -0.61769838 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.84051022 , 34.77884582 , 0.00000000 , 0.23751694 , -0.20920318 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.90636221 , 36.58427990 , 0.00000000 , 0.58982812 , -0.19411974 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.90782895 , 37.02426923 , 0.00000000 , 0.51520201 , -0.67547306 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.76942552 , 38.45789139 , 0.00000000 , -0.21852383 , -0.43563937 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.64861281 , 38.99564564 , 0.00000000 , -0.18429423 , -0.20066953 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.66747575 , 39.98864276 , 0.00000000 , -0.48261486 , -0.22962847 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.50477103 , 41.20187827 , 0.00000000 , -0.21894805 , 0.16160305 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.56319607 , 42.36710688 , 0.00000000 , -0.12778493 , -0.14172031 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.69373203 , 42.96848169 , 0.00000000 , 0.64494207 , 0.20219779 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
8.72425510 , 43.89889036 , 0.00000000 , 0.29866497 , 0.70047560 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.67107644 , 45.53504781 , 0.00000000 , 0.72609466 , 0.37415540 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.10419739 , 46.44114524 , 0.00000000 , 0.45382208 , -0.92785417 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.15540293 , 46.87636465 , 0.00000000 , 0.39206583 , 0.79048606 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.24145123 , 50.09677147 , 0.00000000 , 0.54406815 , 1.36005365 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.90924530 , 51.19513341 , 0.00000000 , -1.14528376 , 0.13991012 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
14.44191933 , 58.89341961 , 0.00000000 , 0.50201606 , 0.59034345 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.84781595 , 6.76872107 , 0.00000000 , 0.52524111 , -1.34747970 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
9.43416476 , 7.71875331 , 0.00000000 , -0.83518467 , -0.54084756 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.45735384 , 7.62227108 , 0.00000000 , 0.12084194 , -1.06597684 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
11.13931371 , 9.28255410 , 0.00000000 , -0.55382788 , -0.65646558 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.78656225 , 10.31138698 , 0.00000000 , -0.86811665 , 0.56654848 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.51918379 , 11.20672182 , 0.00000000 , -0.66096165 , 0.38780027 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
10.23884919 , 12.10814603 , 0.00000000 , 0.13569187 , 0.31322634 , 0.00000000 , 0.00000000 , 0.00000000 , 1, 1.00000000 
